"Station Name","Province","Latitude","Longitude","Elevation","Climate ID","WMO Identifier","TC Identifier","First Year","Last Year","HLY First Year","HLY Last Year","DLY First Year","DLY Last Year","MLY First Year","MLY Last Year"
"ARMSTRONG","ONTARIO","50.28","-89.15","341.70","6040322","","","1926","1947","","","1926","1947","1926","1947"
"ARMSTRONG","BRITISH COLUMBIA","50.45","-119.18","359.00","1160450","","","1912","1992","","","1912","1992","1912","1992"
"ARMSTRONG (AUT)","ONTARIO","50.29","-88.91","322.50","6040325","71841","WYW","1938","2022","1953","2022","1938","2022","1938","1982"
"ARMSTRONG (AUT)","ONTARIO","50.30","-89.03","350.50","6040326","","","1994","1995","1994","1995","1994","1995","",""
"ARMSTRONG A","ONTARIO","50.29","-88.91","322.50","6040327","","YYW","2015","2022","2015","2022","2018","2022","",""
"ARMSTRONG GRANDVIEW","BRITISH COLUMBIA","50.40","-119.28","502.90","1120475","","","1959","1960","","","1959","1960","1959","1960"
"ARMSTRONG HULLCAR","BRITISH COLUMBIA","50.50","-119.22","505.00","1160483","","","1971","1998","","","1971","1998","1971","1998"
"ARMSTRONG JELLIEN","ONTARIO","50.25","-89.10","341.40","6040330","","","1987","1992","","","1987","1992","1987","1992"
"ARMSTRONG NORTH","BRITISH COLUMBIA","50.47","-119.13","373.00","1160485","","","1972","1993","","","1972","1993","1972","1993"
"ARMSTRONG OTTER LAKE","BRITISH COLUMBIA","50.40","-119.25","342.40","1120486","","","1991","1992","","","1991","1992","1991","1992"
"ARNESON","ALBERTA","51.23","-110.05","754.40","3020L01","","","1983","1986","","","1983","1986","1983","1986"
"ARNOLDS COVE","NEWFOUNDLAND","47.75","-54.00","15.20","8400135","","","1971","1994","","","1971","1994","1971","1994"
"ARNPRIOR","ONTARIO","45.43","-76.38","99.10","6100340","","","1959","1964","","","1959","1964","1959","1963"
"ARNPRIOR GRANDON","ONTARIO","45.42","-76.37","106.70","6100345","","","1959","1999","","","1959","1999","1959","1999"
"AROOSTOOK","NEW BRUNSWICK","46.71","-67.72","80.00","8100300","","","1929","2022","","","1929","2022","1929","2005"
"ARRAN","SASKATCHEWAN","51.97","-101.73","449.60","4080260","","","1957","1971","","","1957","1971","1957","1971"
"ARRAN 23N","SASKATCHEWAN","52.20","-101.63","449.90","4080262","","","1970","1992","","","1970","1992","1970","1992"
"ARRAS","BRITISH COLUMBIA","55.73","-120.53","676.70","1180490","","","1970","1988","","","1970","1988","1970","1988"
"ARROW RIVER","MANITOBA","50.17","-100.85","486.20","5010114","","","1982","1983","","","1982","1983","1982","1983"
"ARROWWOOD","ALBERTA","50.73","-113.15","936.30","3030302","","","1965","1975","","","1965","1975","1965","1975"
"ARTHABASKA","QUEBEC","46.02","-71.95","140.00","7020305","","","1969","2022","","","1969","2022","1969","2018"
"ARTHUR","ONTARIO","43.82","-80.57","452.00","6140348","","","1964","1988","","","1964","1988","1964","1987"
"ARTHURETTE BIRCH RIDGE","NEW BRUNSWICK","46.75","-67.47","214.90","8100350","","","1967","1983","","","1967","1983","1967","1983"
"ARTLAND","SASKATCHEWAN","52.78","-109.90","640.10","4040267","","","1983","2005","","","1983","2005","1983","2005"
"ARUNDEL","QUEBEC","45.95","-74.62","191.40","7030310","","","1963","2022","","","1963","2022","1963","2017"
"ARVIAT A","NUNAVUT","61.10","-94.07","10.40","2300MKF","","YEK","1973","2016","1984","2012","1973","2016","1973","2007"
"ARVIAT A","NUNAVUT","61.09","-94.07","10.40","2300428","","YEK","2012","2022","2012","2022","","","",""
"ARVIAT A","NUNAVUT","61.09","-94.07","10.40","2300427","71174","YEK","2006","2022","2006","2022","2012","2022","",""
"ARVIAT AWOS","NUNAVUT","61.10","-94.07","10.40","2300426","","YEK","2008","2012","2008","2012","2008","2012","",""
"ARVIAT CLIMATE","NUNAVUT","61.10","-94.07","9.80","2301153","71322","XAR","2004","2022","2004","2022","2004","2022","2005","2007"
"ARVIDA","QUEBEC","48.43","-71.17","102.10","7060320","","","1931","1989","","","1931","1989","1931","1988"
"ASBESTOS","QUEBEC","45.77","-71.95","228.60","7020360","","","1948","1987","","","1948","1987","1948","1987"
"ASBESTOS HILL","QUEBEC","61.80","-73.95","483.70","7110370","","","1960","1963","","","1960","1963","1960","1963"
"ASH RIVER","BRITISH COLUMBIA","49.47","-125.08","304.80","1030550","","","1957","1959","","","1957","1959","1958","1959"
"ASH RIVER GENERATING STN","BRITISH COLUMBIA","49.37","-125.15","91.40","1030552","","","1959","1969","","","1959","1969","1959","1969"
"ASHCROFT","BRITISH COLUMBIA","50.72","-121.28","304.80","1160510","","","1912","1970","","","1912","1970","1912","1969"
"ASHCROFT","BRITISH COLUMBIA","50.71","-121.28","327.00","1160515","71681","VAS","2010","2022","2010","2022","2010","2022","",""
"ASHCROFT","BRITISH COLUMBIA","50.73","-121.27","331.00","1160511","","","1973","1989","","","1973","1989","1973","1989"
"ASHCROFT M","BRITISH COLUMBIA","50.72","-121.33","487.70","1160540","","","1944","1972","","","1944","1972","1944","1972"
"ASHCROFT NORTH","BRITISH COLUMBIA","50.73","-121.27","320.00","1160520","","","1980","1986","","","1980","1986","1980","1986"
"ASHCROFT VENABLES VLY","BRITISH COLUMBIA","50.55","-121.33","640.00","1160546","","","1984","1987","","","1984","1987","1984","1987"
"ASHDALE","NOVA SCOTIA","45.00","-63.88","70.10","8200180","","","2000","2004","","","2000","2004","2000","2004"
"ASHERN","MANITOBA","51.13","-98.37","263.00","5040120","","","1951","1991","","","1951","1991","1951","1991"
"ASHERN NORTHWEST","MANITOBA","51.20","-98.38","266.70","5040JK0","","","1989","2001","","","1989","2001","1989","2001"
"ASHTON","ONTARIO","45.20","-75.97","136.90","6100353","","","1956","1956","","","1956","1956","1956","1956"
"ASHTON HILL","NEW BRUNSWICK","47.10","-65.73","278.90","8100400","","","1935","1947","","","1935","1947","1935","1947"
"ASHTON STN SESIA FARM","ONTARIO","45.17","-76.07","137.20","6100363","","","1959","1973","","","1959","1973","1959","1973"
"ASHUANIPI","NEWFOUNDLAND","52.53","-66.23","545.60","8500200","","","1948","1950","","","1948","1950","1948","1950"
"ASHVILLE","MANITOBA","51.28","-100.28","320.00","5040121","","","1973","1979","","","1973","1979","1973","1979"
"ASQUITH","SASKATCHEWAN","52.13","-107.23","519.40","4050275","","","1961","1981","","","1961","1981","1961","1981"
"ASSINIBOIA","SASKATCHEWAN","49.73","-105.97","723.90","4020280","","","1915","1997","","","1915","1997","1915","1997"
"ASSINIBOIA AIRPORT","SASKATCHEWAN","49.73","-105.95","725.50","4020286","71487","WJI","1992","2022","1994","2022","1992","2022","1996","2007"
"ASSUMPTION","ALBERTA","58.70","-118.68","304.80","3070310","","","1961","1970","","","1961","1970","1961","1970"
"ASSUMPTION","ALBERTA","58.70","-118.72","335.30","3070311","","","1973","1975","","","1973","1975","1973","1975"
"ATHABASCA","ALBERTA","54.72","-113.28","515.00","3060320","","","1918","1967","","","1918","1967","1918","1967"
"ATHABASCA 1","ALBERTA","54.72","-113.29","514.70","3060L20","","","1986","2020","","","1986","2020","1986","2007"
"ATHABASCA 2","ALBERTA","54.82","-113.54","626.30","3060321","","","1952","2010","","","1952","2010","1952","2007"
"ATHABASCA 3","ALBERTA","54.72","-113.28","526.70","3060322","","","1973","1974","","","1973","1974","1973","1974"
"ATHABASCA AGCM","ALBERTA","54.63","-113.38","635.00","3060330","71271","PAF","2008","2022","2008","2022","2008","2022","",""
"ATHABASCA EXP ST","ALBERTA","54.70","-113.38","579.10","3060337","","","1952","1957","","","1952","1957","1952","1957"
"ATHABASCA LANDING","ALBERTA","54.72","-113.28","502.90","3060352","","","1900","1927","","","1900","1927","1900","1927"
"ATHABASCA LO","ALBERTA","53.42","-117.78","1630.70","3060353","","","1954","2011","","","1954","2011","1954","2007"
"ATHENS","ONTARIO","44.65","-75.92","121.90","6100375","","","1969","1978","","","1969","1978","1969","1978"
"ATIKAMEG","ALBERTA","55.90","-115.65","650.70","3070400","","","1959","1959","","","1959","1959","1959","1959"
"ATIKOKAN","ONTARIO","48.75","-91.62","395.30","6020379","","","1966","1988","1966","1988","1966","1988","1966","1988"
"ATIKOKAN (AUT)","ONTARIO","48.76","-91.63","389.30","6020LPQ","71747","WCH","1994","2022","1994","2022","2000","2022","2005","2006"
"ATIKOKAN CLI","ONTARIO","48.73","-91.63","391.40","6020381","","","1914","1971","","","1914","1971","1914","1971"
"ATIKOKAN MARMION","ONTARIO","48.80","-91.58","442.00","6020384","","","1979","2007","","","1979","2007","1979","2006"
"ATKINSON POINT","NORTHWEST TERRITORIES","69.93","-131.40","3.00","2200430","","","1959","1963","","","1959","1963","1959","1963"
"ATLEE","ALBERTA","50.82","-110.95","792.50","3020401","","","1982","1995","","","1982","1995","1982","1995"
"ATLEE AGCM","ALBERTA","50.81","-111.01","795.00","3020405","71986","PAT","2009","2022","2009","2022","2009","2022","",""
"ATLIN","BRITISH COLUMBIA","59.57","-133.70","673.60","1200560","","","1899","2021","","","1899","2021","1899","2007"
"ATMORE","ALBERTA","54.82","-112.55","609.60","3060403","","","1973","1973","","","1973","1973","1973","1973"
"ATMORE AGDM","ALBERTA","54.78","-112.83","574.00","3060406","71287","XAJ","1992","2022","1992","2022","2002","2022","2003","2007"
"ATNARKO PARKS CAMP","BRITISH COLUMBIA","52.42","-125.92","289.90","1080562","","","1979","1981","","","1979","1981","1979","1981"
"ATTAWAPISKAT","ONTARIO","52.92","-82.45","9.10","6010387","","","1968","1968","","","1968","1968","1968","1968"
"ATTAWAPISKAT A","ONTARIO","52.93","-82.43","9.10","6010400","71653","YAT","2015","2022","2015","2022","2015","2022","",""
"ATWATER","SASKATCHEWAN","50.82","-102.22","536.10","4010310","","","1977","2008","","","1977","2008","1977","2007"
"AUDET","QUEBEC","45.65","-70.73","513.60","7020391","","","1965","1985","","","1965","1985","1965","1985"
"AUPALUK A","QUEBEC","59.30","-69.60","36.90","7110601","","YLA","2018","2022","2018","2022","2018","2022","",""
"AURORA","ONTARIO","43.95","-79.40","270.10","6150395","","","1883","1919","","","1883","1919","1883","1919"
"AURORA LO","ALBERTA","52.65","-115.72","1341.10","3010410","","","1968","2011","","","1968","2011","1968","2007"
"AURORA MOE","ONTARIO","44.02","-79.47","259.10","6150396","","","1980","1984","","","1980","1984","1980","1984"
"AURORA NE","ONTARIO","44.02","-79.45","260.00","6150398","","","2003","2009","","","2003","2009","2003","2006"
"AURORA PAYMENT","ONTARIO","43.98","-79.47","281.90","6150397","","","1971","1975","","","1971","1975","1971","1975"
"AUSTIN","MANITOBA","49.90","-98.98","327.70","5040128","","","1989","1995","","","1989","1995","1989","1995"
"AUTEUIL","QUEBEC","45.65","-73.73","53.00","7020392","","","1983","2016","","","1983","2016","1983","2016"
"AVOLA","BRITISH COLUMBIA","51.78","-119.33","609.60","1160565","","","1974","1982","","","1974","1982","1974","1982"
"AVON","NOVA SCOTIA","44.88","-64.22","23.70","8200200","","","1949","2001","","","1949","2001","1949","2001"
"AVONDALE","NOVA SCOTIA","45.02","-64.12","42.10","8200210","","","1993","2006","","","1993","2006","1993","2006"
"AVONDALE CDA","NEWFOUNDLAND","47.42","-53.23","132.60","8400225","","","1955","1996","","","1955","1996","1955","1996"
"AVONLEA EXP ST","SASKATCHEWAN","50.02","-105.05","601.10","4010320","","","1951","1955","","","1951","1955","1951","1955"
"AVONMORE","ONTARIO","45.17","-74.97","91.40","6100398","","","1976","2006","","","1976","2006","1976","2006"
"AYLESBURY","SASKATCHEWAN","50.93","-105.70","579.10","4010358","","","1973","1980","","","1973","1980","1973","1980"
"AYLESBURY CDA EPF","SASKATCHEWAN","51.00","-105.67","576.10","4010360","","","1951","1962","","","1951","1962","1951","1962"
"AYLESFORD","NOVA SCOTIA","45.03","-64.87","39.90","8200220","","","1961","1984","","","1961","1984","1961","1984"
"AYLMER","ONTARIO","42.77","-80.98","228.60","6130409","","","1948","1981","","","1948","1981","1948","1981"
"AYLMER","ONTARIO","42.77","-80.98","232.00","6130411","","","1996","2004","","","1996","2004","1996","2004"
"AYLMER 2","ONTARIO","42.77","-81.00","231.60","6130415","","","1958","1961","","","1958","1961","1958","1961"
"AYLMER ONT HYDRO","ONTARIO","42.78","-80.98","235.90","6130420","","","1983","2000","","","1983","2000","1983","2000"
"AYLSHAM","SASKATCHEWAN","53.20","-103.80","362.10","4070365","","","1968","2005","","","1968","2005","1968","2005"
"AYR","ONTARIO","43.28","-80.45","289.60","6140437","","","1956","1961","","","1956","1961","1956","1961"
"AYTON","ONTARIO","44.08","-80.83","361.00","6110439","","","1988","1993","","","1988","1993","1988","1993"
"AZURE","ALBERTA","50.51","-114.01","1143.00","3030450","71981","PAZ","2008","2022","2008","2022","2008","2022","",""
"BABINE LAKE FISHERIES","BRITISH COLUMBIA","55.07","-126.53","713.20","1070571","","","1912","1936","","","1912","1936","1912","1936"
"BABINE LAKE HALIFAX BAY","BRITISH COLUMBIA","55.05","-126.48","711.70","1070572","","","1972","1973","","","1972","1973","1972","1973"
"BABINE LAKE PINKUT CREEK","BRITISH COLUMBIA","54.45","-125.46","713.20","1070573","","","1968","2012","","","1968","2012","1969","2007"
"BACCARO","NOVA SCOTIA","43.47","-65.47","3.00","8200250","","","1957","1979","","","1957","1979","1957","1979"
"BACCARO POINT","NOVA SCOTIA","43.45","-65.47","12.70","8200254","","WCP","1994","2009","1994","2009","2005","2007","",""
"BACCARO PT","NOVA SCOTIA","43.45","-65.47","4.60","8200255","71920","ACP","2007","2022","2007","2022","2007","2022","2007","2007"
"BACHELORS ISLAND MARINE","MANITOBA","51.75","-99.90","255.90","5040131","71143","WBL","1994","2012","1994","2012","1994","2012","1996","2004"
"BACK RIVER (AUT)","NUNAVUT","66.09","-96.51","61.00","2300MQM","","WXV","1994","2004","1994","2004","1995","2004","1999","2003"
"BAD LAKE IHD 102","SASKATCHEWAN","51.32","-108.42","637.00","404037Q","","","1971","1986","","","1971","1986","1971","1986"
"BADDECK","NOVA SCOTIA","46.10","-60.75","7.60","8200300","","","1875","2000","","","1875","2000","1875","2000"
"BADDECK BELL","NOVA SCOTIA","46.10","-60.75","16.60","8200301","","","2000","2010","","","2000","2010","2000","2006"
"BADGER","NEWFOUNDLAND","48.98","-56.05","100.60","8400300","","","1955","1967","","","1955","1967","1955","1967"
"BADGER (AUT)","NEWFOUNDLAND","48.97","-56.07","102.70","8400301","71400","WDI","1973","2022","1986","2022","1973","2022","1973","2007"
"BADGER C","NEWFOUNDLAND","48.97","-56.05","102.00","8400309","","","1988","1989","","","1988","1989","1988","1989"
"BAGOTVILLE A","QUEBEC","48.33","-71.00","159.10","7060400","71727","YBG","1942","2022","1953","2022","1942","2022","1942","2017"
"BAIE COMEAU","QUEBEC","49.23","-68.18","68.60","7040MLR","","","1966","1980","","","1966","1980","1966","1980"
"BAIE COMEAU CBA","QUEBEC","49.22","-68.15","7.60","7040445","","","1958","1966","","","1958","1966","1958","1966"
"BAIE DES SABLES","QUEBEC","48.70","-67.83","99.00","7050MM5","","","1981","2004","","","1981","2004","1981","2004"
"BAIE JOHAN BEETZ","QUEBEC","50.28","-62.80","7.60","7040MMN","","","1965","2004","","","1965","2004","1965","2004"
"BAIE ST PAUL","QUEBEC","47.42","-70.50","32.00","7040446","","","1963","2004","","","1963","2004","1963","2004"
"BAIE VERTE","NEWFOUNDLAND","49.98","-56.18","110.30","8400350","","","1958","1995","","","1958","1995","1958","1995"
"BAIE VERTE JUNCTION","NEWFOUNDLAND","49.45","-56.43","78.00","8400359","","","1989","1994","","","1989","1994","1989","1994"
"BAIE WAKEHAM","QUEBEC","61.60","-71.97","6.10","7110DMF","","","1966","1967","","","1966","1967","1966","1967"
"BAIE-COMEAU","QUEBEC","49.13","-68.20","21.60","7040444","71691","YBC","2010","2022","2010","2022","2010","2022","",""
"BAIE-COMEAU","QUEBEC","49.26","-68.15","129.50","704S001","71829","WFW","1995","2022","1995","2022","1996","2022","",""
"BAIE-COMEAU A","QUEBEC","49.13","-68.20","21.60","7040440","","","1947","2005","1956","2005","1947","2005","1947","2004"
"BAIE-COMEAU A","QUEBEC","49.13","-68.20","21.60","7040442","71890","GBC","2004","2022","2004","2022","2005","2022","2005","2005"
"BAIRD LAKE","ALBERTA","54.35","-114.43","670.60","3060472","","","1981","1997","","","1981","1997","1981","1997"
"BAKER LAKE A","NUNAVUT","64.30","-96.08","18.60","2300503","71926","YBK","2013","2022","2013","2022","2013","2022","",""
"BAKER LAKE A","NUNAVUT","64.30","-96.08","18.60","2300504","","YBK","2016","2022","2016","2022","2018","2022","",""
"BAKER LAKE A","NUNAVUT","64.30","-96.08","18.60","2300500","71926","YBK","1946","2013","1953","2013","1946","2013","1946","2013"
"BAKER LAKE CLIMATE","NUNAVUT","64.32","-96.00","50.80","2300501","71356","XBL","2004","2022","2004","2022","2004","2022","2005","2007"
"BAKER MINE","BRITISH COLUMBIA","57.20","-126.95","1645.90","1180580","","","1980","1983","","","1980","1983","1980","1983"
"BALA","ONTARIO","45.00","-79.50","225.60","6110458","","","1883","1907","","","1883","1907","1883","1907"
"BALACLAVA","ONTARIO","44.67","-80.78","222.00","6110470","","","2006","2016","","","2006","2016","2006","2006"
"BALCARRES","SASKATCHEWAN","50.78","-103.62","576.10","4010395","","","1961","2010","","","1961","2010","1961","2007"
"BALD MOUNTAIN LO","ALBERTA","54.82","-118.92","938.80","3070480","","","1954","2011","","","1954","2011","1954","2007"
"BALDONNEL","BRITISH COLUMBIA","56.23","-120.68","685.80","1180585","","","1927","1993","","","1927","1993","1927","1993"
"BALDUR","MANITOBA","49.28","-99.29","449.90","5010140","","","1962","2022","","","1962","2022","1962","2007"
"BALDUR 5 NORTHEAST","MANITOBA","49.42","-99.17","425.30","5010143","","","1991","1995","","","1991","1995","1991","1995"
"BALDWIN","ONTARIO","44.27","-79.32","229.00","6110480","","","2004","2022","","","2004","2022","2004","2006"
"BALDY HUGHES","BRITISH COLUMBIA","53.62","-122.95","1128.10","1090586","","","1980","1984","","","1980","1984","1980","1984"
"BALDY LO","ALBERTA","52.55","-116.12","2083.30","3050490","","","1960","2011","","","1960","2011","1960","2007"
"BALLANTRAE","ONTARIO","44.05","-79.30","327.70","6150460","","","1979","1992","","","1979","1992","1979","1992"
"BALLATER","ALBERTA","55.58","-117.21","563.80","3070493","","","1990","2014","","","1990","2014","1990","2007"
"BALLATER AGCM","ALBERTA","55.58","-117.24","560.00","3070495","","PBC","2010","2022","2010","2022","2018","2022","",""
"BALLENAS ISLAND","BRITISH COLUMBIA","49.35","-124.16","14.50","1020590","71769","WGB","1966","2022","1994","2022","1966","2022","1967","2007"
"BALM","ALBERTA","53.92","-115.25","777.20","3060495","","","1969","1974","","","1969","1974","1969","1974"
"BALTIMORE","NEW BRUNSWICK","45.88","-64.82","182.90","8100430","","","1982","1997","","","1982","1997","1982","1997"
