"mcode","munnom","madr1","madr2","madr3","madr4","mcodpos","mcourriel","mweb","mtel","mfax","mdes","mgentile","regadm","divrec","mrc","mdatcons","mdatregi","msuperf","mpopul","datelec","elecmode","divter","maire","con1","con2","con3","con4","con5","con6","con7","con8","con9","con10","con11","con12","con13","con14","con15","con16","con17","con18","con19","con20","con21","con22","con23","con24","con25","con26","con27","con28","con29","con30","con31","con32","con33","con34","con35","con36","con37","con38","con39","con40","con41","con42","con43","con44","con45","con46","con47","con48","con49","con50","con51","con52","con53","con54","con55","con56","con57","con58","con59","con60","con61","con62","con63","con64","con65","con66","con67","con68","con69","con70","con71","con72","con73","con74","con75","dirgen","dirsecpub","tres","gref","sectres","polic","incen","loisir","trvpub","mesurg","urban","communic","permis","batim","nd"
"37210","Batiscan","795, rue Principale","Batiscan","795, rue Principale","Batiscan","G0X1A0","dg@batiscan.ca","www.batiscan.ca","4183622421","4183620303","Municipalité","Batiscanais, aise*","Mauricie (04)","Francheville (37)","MRC Les Chenaux (372)","1855-07-01","","58.738","959","2025-11-02","B","Sans division","","Henriette Rivard ","Monique Drouin","Yves Gagnon","Pierre Châteauneuf","Sylvain Dussault","René Proteau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pierre Massicotte","","","","Pierre Massicotte","","Jean Bouchard","Stéphane Rouette","","Pierre Massicotte","Claude Robert","","","",""
"66107","Beaconsfield","303, boulevard Beaconsfield","Beaconsfield","303, boulevard Beaconsfield","Beaconsfield","H9W4A7","administration@beaconsfield.ca","www.beaconsfield.ca","5144284400","5144284424","Ville","","Montréal (06)","Montréal (66)","","2006-01-01","","24.4","20124","2025-11-02","B","District","Georges Bourelle","Dominique Godin","Martin St-Jean","Robert Mercuri","David Newell","Roger Moss","Peggy Alexopoulos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Patrice Boileau","","Robert Lacroix","Nathalie Libersan-Laniel","","","","","Marie-Claude Desrochers","","","","","",""
"85020","Béarn","28, rue 2e  N.","Béarn","C.P. 369","Béarn","J0Z1G0","dg@bearn.ca","www.municipalitebearn.com","8197264121","8197262121","Municipalité","Béarnais, aise*","Abitibi-Témiscamingue (08)","Témiscamingue (85)","MRC Témiscamingue (850)","1912-10-03","","552.442","672","2025-11-02","B","Sans division","Luc Lalonde","Luc Turcotte","Jean-Luc Laplante","Daniel Parent","Sonia Beauregard","Mario Ouellet","Poste Vacant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lynda Gaudet","","","","Lynda Gaudet","","","","","Lynda Gaudet","","","Cécilia N'Dri","",""
"27028","Beauceville","540, boulevard Renault","Beauceville","540, boulevard Renault","Beauceville","G5X1N1","beauceville@ville.beauceville.qc.ca","www.ville.beauceville.qc.ca","4187749137","4187749141","Ville","Beaucevillois, oise*","Chaudière-Appalaches (12)","Robert-Cliche (27)","MRC Beauce-Centre (270)","1998-02-25","","166.394","6296","2025-11-02","B","District","François Veilleux","David Veilleux","Poste Vacant","Marie-Andrée Giroux","Kevin Pomerleau","Patrick Mathieu","Vincent Roy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Serge Vallée","","Mélanie Quirion","Poste Vacant","","","Daniel Fortin","François Langevin","Stéphane Poulin ","Serge Vallée","","Paul Morin","Poste Vacant","",""
"70022","Beauharnois","660, rue Ellice, Bur. 100","Beauharnois","660, rue Ellice, Bur. 100","Beauharnois","J6N1Y1","lynda.daigneault@ville.beauharnois.qc.ca","www.ville.beauharnois.qc.ca","4504293546","4504292478","Ville","Beauharlinois, oise*","Montérégie (16)","Beauharnois-Salaberry (70)","MRC Beauharnois-Salaberry (700)","2002-01-01","","83.403","13881","2025-11-02","B","District","Alain Dubuc","Jocelyne Rajotte","Francis Laberge","Mario Charette","Dominique Bellemare","Alain Savard","Manon Fortier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Katherine-Erika Vincent","Jean-Maurice Marleau","Vanessa Robidoux","Poste Vacant","","Jean-Maurice Marleau","Jean-Maurice Marleau","","Gaetan Bradette","","","Stéphanie Joseph-Leduc","","",""
"31008","Beaulac-Garthby","96, route 112","Beaulac-Garthby","96, route 112","Beaulac-Garthby","G0Y1B0","municipalitedebeaulac@sogetel.net","www.beaulac-garthby.com","4184582375","4184581127","Municipalité","Beaugarthois, oise*","Chaudière-Appalaches (12)","L'Amiante (31)","MRC Les Appalaches (310)","2000-03-15","","93.931","1021","2025-11-02","B","Sans division","Poste Vacant","Poste Vacant","JEAN-GUY Levasseur","LISE Bernier","CHRISTINA Pinard","FRANCE Jutras","MANON Jolin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Josée Leblond","","","","Josée Leblond","","","","Marquis Poulin","","","","Jean-Marc Goulet","",""
"19105","Beaumont","48, chemin du Domaine","Beaumont","48, chemin du Domaine","Beaumont","G0R1C0","info@beaumont-qc.com","www.beaumont-qc.com","4188333369","0000000000","Municipalité","Beaumontois, oise*","Chaudière-Appalaches (12)","Bellechasse (19)","MRC Bellechasse (190)","1855-07-01","","44.827","3115","2025-11-02","B","District","David L. Christopher","Gaétan Lefebvre","Nicole Massicotte","Claude Lemieux","Suzanne Lachance","Poste Vacant","Donald Mercier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Carl Pelletier","","","","Carl Pelletier","","Dany Lavoie","","Richard Tremblay","","","","","",""
"21025","Beaupré","10995, rue des Montagnards","Beaupré","10995, rue des Montagnards","Beaupré","G0A1E0","mairie@villedebeaupre.com","www.villedebeaupre.com","4188274541","4188273818","Ville","Beaupréen, enne*","Capitale-Nationale (03)","La Côte-de-Beaupré (21)","MRC La Côte-de-Beaupré (210)","1928-04-23","1962-09-08","27.003","3924","2025-11-02","B","Sans division","Pierre Renaud","Nancy Pelletier","Christian Blouin","Michel Auger","Serge Simard","Michel Beaumont","Michèle Abdelnour","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Roch Lemieux","","Roch Lemieux","Johanne Gagnon","","","Patrick Goupil","Gilles Carrier","Richard Lampron","Roch Lemieux","Émile Savard","","Émile Savard","",""
"38010","Bécancour","1295, avenue Nicolas-Perrot","Bécancour","1295, avenue Nicolas-Perrot","Bécancour","G9H1A1","info@ville.becancour.qc.ca","www.becancour.net","8192946500","8192946535","Ville","Bécancourois, oise*","Centre-du-Québec (17)","Bécancour (38)","MRC Bécancour (380)","1965-10-17","","495.286","14179","2025-11-02","B","Sans division","Lucie Allard","Jasmine Hébert","Guillaume Carignan","Pierre Moras","Annie Gauthier","Marion Lamothe","Pascal Doucet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Isabelle Auger St-Yves","","Guylaine Giroux","Isabelle Auger St-Yves","","","Luc Demarais","","James McCulloch","Isabelle Auger St-Yves","","Marie-Michelle Barette","","",""
"46035","Bedford","1, rue Principale","Bedford","1, rue Principale","Bedford","J0J1A0","richard.joyal@ville.bedford.qc.ca","www.ville.bedford.qc.ca","4502482440","4502483220","Ville","Bedfordois, oise*","Estrie (05)","Brome-Missisquoi (46)","MRC Brome-Missisquoi (460)","1866-11-21","1890-04-02","4.37","2652","2025-11-02","B","Sans division","Claude Dubois","Daniel Audette","Marie-Pier Tougas Dupuis","Pierre Le Blanc","Marie-Josée Lamothe","Yves Gnocchini","Mona Beaulac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Richard Joyal","","","","Richard Joyal","","Ralph Gilman","Jacinthe Deneault","Paul Boulay Jr","Richard Joyal","","","","",""
"46040","Bedford","237, route 202 E.","Bedford","237, route 202 E.","Bedford","J0J1A0","municipalite@cantondebedford.ca","www.cantondebedford.ca","4502487576","4502480135","Canton","","Estrie (05)","Brome-Missisquoi (46)","MRC Brome-Missisquoi (460)","1919-03-04","","32.258","723","2025-11-02","B","Sans division","Gilles St-Jean","France Groulx","Luc Courville","Émilie Lavoie","Christine La Roche","Dylan Bockus","Daniel Rivet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Manon Blanchet","","","Manon Blanchet","Manon Blanchet","","Ralph Gilman","Christine La Roche","Dylan Bockus","Manon Blanchet","","","Karine Verrette","Karine Verrette",""
"94250","Bégin","126, rue Brassard","Bégin","126, rue Brassard","Bégin","G0V1B0","info@begin.ca","www.begin.ca","4186724270","4186732117","Municipalité","Béginois, oise*","Saguenay--Lac-Saint-Jean (02)","Le Saguenay-et-son-Fjord (94)","MRC Le Fjord-du-Saguenay (942)","1922-02-08","","197.187","866","2025-11-02","B","Sans division","Gérald Savard","Jean-Philippe Villeneuve","Caroline Audet","Stécy Potvin","Ghislain Bouchard","Alexandre Germain","Raynald Pearson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mireille Bergeron","","","","Mireille Bergeron","","Chantal Savard","Isabelle Audet","","Mireille Bergeron","","","Louise Perron","",""
"89050","Belcourt","219, rue Communautaire","Belcourt","219, rue Communautaire","Belcourt","J0Y2M0","info@munbelcourt.ca","munbelcourt.ca","8197378894","8197374084","Municipalité","Belcourtois, oise*","Abitibi-Témiscamingue (08)","La Vallée-de-l'Or (89)","MRC La Vallée-de-l'Or (890)","1918-10-24","","423.847","217","2025-11-02","B","Sans division","Guylaine Labbée","Marjolaine Paré","Nannie Hamel","Martine Michaud","Claude Arsenault","Hedvika Brgles","Steven Vallières","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nathalie Lizotte","","","","Nathalie Lizotte","","","","","Nathalie Lizotte","","","Gilles Dubreuil","",""
"85065","Belleterre","265, avenue 1er","Belleterre","265, avenue 1er","Belleterre","J0Z1L0","villedebelleterre@mrctemiscamingue.qc.ca","","8197222122","0000000000","Ville","Belleterrien, ienne*","Abitibi-Témiscamingue (08)","Témiscamingue (85)","MRC Témiscamingue (850)","1942-05-13","","607.031","299","2025-11-02","B","Sans division","Bruno Boyer","Diane Lefebvre","Julie Paquin","Pierrette Morin","André Gauthier","Nathalie Savard","Cécile Pichette","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Josée Rivard","","","","Josée Rivard","","","","Urbain Brouillard","Josée Rivard","","","Josée Rivard","",""
"57040","Beloeil","777, rue Laurier","Beloeil","777, rue Laurier","Beloeil","J3G4S9","info@beloeil.ca","https://beloeil.ca/","4504672835","4504645445","Ville","Beloeillois, oise","Montérégie (16)","La Vallée-du-Richelieu (57)","MRC La Vallée-du-Richelieu (570)","1903-12-09","1914-02-19","25.4","24672","2025-11-02","B","District","Nadine Viau","Louise Allie","Renée Trudel","Karim-André Laz","Vincent Chabot","Julie Lavoie","Pierre Verret","Martin Robert","Martin Dubreuil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Martine Vallières","","Marie-Josée Piédade","Marilyne Tremblay","","","","","Dany Dolan","Martine Vallières","","","","",""
"88070","Berry","274, route 399","Berry","274, route 399","Berry","J0Y2G0","Direction.berry@mrcabitibi.qc.ca","www.municipalite-berry.org","8197321815","8197323289","Municipalité","Berryen, enne*","Abitibi-Témiscamingue (08)","Abitibi (88)","MRC Abitibi (880)","1982-01-01","","579.959","510","2025-11-02","B","Sans division","Jules Grondin","René Roy","Jacques Dussault","Sylvie Charette","Laurent Marcotte","Sylvie Gauthier","Martine Roy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Marie-Ève Strzelec","","","","Marie-Ève Strzelec","","","Poste Vacant","","","","","","",""
"18065","Berthier-sur-Mer","66, rue Principale Est","Berthier-sur-Mer","66, rue Principale Est","Berthier-sur-Mer","G0R1E0","info@berthiersurmer.ca","www.berthiersurmer.ca","4182597343","4182592038","Municipalité","Berthelais, aise*","Chaudière-Appalaches (12)","Montmagny (18)","MRC Montmagny (180)","1855-07-01","","26.852","1728","2025-11-02","B","Sans division","Richard Galibois","Claire Bossé","Jocelyn Lapointe","Mario Cantin","Michèle Lamonde","Chantal Godin","Marie-Eve Lampron","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Marie-Eve Lampron","","","","Marie-Eve Lampron","","","Jonathan Blouin","Martin Turgeon","Martin Turgeon","","","","",""
"52035","Berthierville","588, rue De Montcalm","Berthierville","588, rue De Montcalm","Berthierville","J0K1A0","info@ville.berthierville.qc.ca","www.ville.berthierville.qc.ca","4508367035","0000000000","Ville","Berthelais, aise","Lanaudière (14)","D'Autray (52)","MRC D'Autray (520)","1852-04-14","1865-09-18","7.217","4341","2025-11-02","B","District","Dominic Perreault","Denis Darveau","Jean-François Frenière","Pierre Lahaie","Sylvain Destrempes","Isabelle Fontaine","Amélie Lebrun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sylvie Dubois","","Karyne Tremblay","Sylvie Dubois","","","","Marie Gauvreau-Leblanc","Daniel Ritchot","Daniel Brazeau","","","Guillaume Dumouchel","",""
"48005","Béthanie","1321, chemin de Béthanie","Béthanie","1321, chemin de Béthanie","Béthanie","J0H1E1","bethanie@cooptel.qc.ca","www.municipalite.bethanie.qc.ca","4505482826","0000000000","Municipalité","Béthanien, ienne*","Montérégie (16)","Acton (48)","MRC Acton (480)","1920-03-02","","46.93","329","2025-11-02","B","Sans division","Michel Côté","Bernard Demers","Laurence Frenette","Ghislain Privé","Benoît Fournier","Bruno St-Germain","Suzanne Nault","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Vincent Cordeau","",""
"13055","Biencourt","5, rue Berger C.P. 70","Biencourt","5, rue Berger C.P. 70","Biencourt","G0K1T0","info@biencourt.ca","www.biencourt.ca","4184992423","0000000000","Municipalité","Biencourtois, oise*","Bas-Saint-Laurent (01)","Témiscouata (13)","MRC Témiscouata (130)","1947-01-01","","189.478","448","2025-11-02","B","Sans division","Daniel Boucher","Daniel Rioux","Sébastien Beaulieu","Raymond Lavoie","Daniel Dumont","Simon Bélanger","Linda Lavoie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Julie Vaillancourt","","","","Julie Vaillancourt","","Lionel Lebel","","Maxime Durand Marquis","Julie Vaillancourt","","","Julien Colpron-Tremblay","",""
